entrezId	sym	refseqIds	refseqProtIds
440	ASNS	NM_001178075.1,NM_133436.3,NM_001673.4,NM_183356.3,NM_001178076.1,NM_001178077.1	NP_001171548.1,NP_001171546.1,NP_001171547.1,NP_001664.3,NP_597680.2,NP_899199.2
443	ASPA	NM_000049.2,NM_001128085.1	NP_000040.1,NP_001121557.1
444	ASPH	NM_001164750.1,NM_004318.3,NM_001164751.1,NM_001164754.1,NM_001164755.1,NM_032468.4,NM_001164752.1,NM_032466.3,NM_001164753.1,NM_001164756.1,NM_032467.3,NM_020164.4	NP_115857.1,NP_001158227.1,NP_001158222.1,NP_001158223.1,NP_001158228.1,NP_001158224.1,NP_064549.1,NP_001158225.1,NP_115855.1,NP_004309.2,NP_115856.1,NP_001158226.1
445	ASS1	NM_000050.4,NM_054012.3	NP_446464.1,NP_000041.2
460	ASTN1	NM_207108.1,NM_004319.1	NP_996991.1,NP_004310.1
462	SERPINC1	NM_000488.3	NP_000479.1
463	ZFHX3	NM_001164766.1,NM_006885.3	NP_008816.3,NP_001158238.1
466	ATF1	NM_005171.4	NP_005162.1
467	ATF3	NM_001040619.2,NM_001206484.2,NM_001030287.3,NM_001206488.2,NM_001206486.2,NM_001674.3	NP_001035709.1,NP_001193417.2,NP_001193413.2,NP_001025458.1,NP_001193415.1,NP_001665.1
468	ATF4	NM_001675.2,NM_182810.1	NP_877962.1,NP_001666.2
471	ATIC	NM_004044.6	NP_004035.2
472	ATM	NM_000051.3	NP_000042.3
473	RERE	NM_012102.3,NM_001042681.1,NM_001042682.1	NP_001036146.1,NP_001036147.1,NP_036234.3
474	ATOH1	NM_005172.1	NP_005163.1
475	ATOX1	NM_004045.3	NP_004036.1
476	ATP1A1	NM_000701.7,NM_001160234.1,NM_001160233.1	NP_001153705.1,NP_000692.2,NP_001153706.1
477	ATP1A2	NM_000702.3	NP_000693.1
478	ATP1A3	NM_152296.4,NM_001256213.1,NM_001256214.1	NP_689509.1,NP_001243142.1,NP_001243143.1
479	ATP12A	NM_001676.5,NM_001185085.1	NP_001172014.1,NP_001667.4
480	ATP1A4	NM_144699.3,NM_001001734.1	NP_001001734.1,NP_653300.2
481	ATP1B1	NM_001677.3	NP_001668.1
482	ATP1B2	NM_001678.3	NP_001669.3
483	ATP1B3	NM_001679.2	NP_001670.1
486	FXYD2	NM_001680.4,NM_021603.3	NP_067614.1,NP_001671.2
487	ATP2A1	NM_173201.3,NM_004320.4	NP_004311.1,NP_775293.1
488	ATP2A2	NM_001681.3,NM_170665.3	NP_001672.1,NP_733765.1
489	ATP2A3	NM_174957.2,NM_174953.2,NM_174956.2,NM_174955.2,NM_174958.2,NM_005173.3,NM_174954.2	NP_777615.1,NP_005164.2,NP_777614.1,NP_777617.1,NP_777618.1,NP_777613.1,NP_777616.1
490	ATP2B1	NM_001001323.1,NM_001682.2	NP_001001323.1,NP_001673.2
491	ATP2B2	NM_001001331.2,NM_001683.3	NP_001674.2,NP_001001331.1
492	ATP2B3	NM_021949.3,NM_001001344.2	NP_068768.2,NP_001001344.1
493	ATP2B4	NM_001001396.2,NM_001684.4	NP_001675.3,NP_001001396.1
131566	DCBLD2	NM_080927.3	NP_563615.3
495	ATP4A	NM_000704.2	NP_000695.2
496	ATP4B	NM_000705.3	NP_000696.1
498	ATP5A1	NM_001257335.1,NM_004046.5,NM_001001937.1,NM_001001935.2,NM_001257334.1	NP_004037.1,NP_001244264.1,NP_001001935.1,NP_001244263.1,NP_001001937.1
100532724	NPHP3-ACAD11	NR_037804.1	
501	ALDH7A1	NM_001201377.1,NM_001182.4,NM_001202404.1	NP_001173.2,NP_001189333.1,NP_001188306.1
100532726	NDUFC2-KCTD14	NM_001203260.1,NM_001203262.1,NM_001203261.1	NP_001190189.1,NP_001190191.1,NP_001190190.1
506	ATP5B	NM_001686.3	NP_001677.2
100532731	COMMD3-BMI1	NM_001204062.1	NP_001190991.1
100532732	MSH5-SAPCD1	NR_037846.1	
509	ATP5C1	NM_001001973.1,NM_005174.2	NP_005165.1,NP_001001973.1
131583	FAM43A	NM_153690.4	NP_710157.2
100532736	C1orf151-NBL1	NM_001204088.1,NM_001204089.1	NP_001191018.1,NP_001191017.1
513	ATP5D	NM_001687.4,NM_001001975.1	NP_001001975.1,NP_001678.1
514	ATP5E	NM_006886.3	NP_008817.1
515	ATP5F1	NM_001688.4	NP_001679.2
516	ATP5G1	NM_005175.2,NM_001002027.1	NP_001002027.1,NP_005166.1
517	ATP5G2	NM_005176.5,NM_001002031.2	NP_001002031.1,NP_005167.2
518	ATP5G3	NM_001002258.4,NM_001190329.1,NM_001689.4	NP_001680.1,NP_001002258.1,NP_001177258.1
521	ATP5I	NM_007100.3,NR_033743.1	NP_009031.1
522	ATP5J	NM_001003696.1,NM_001003701.1,NM_001685.4,NM_001003703.1,NM_001003697.1	NP_001003697.1,NP_001003701.1,NP_001003703.1,NP_001676.2,NP_001003696.1
523	ATP6V1A	NM_001690.3	NP_001681.2
525	ATP6V1B1	NM_001692.3	NP_001683.2
526	ATP6V1B2	NM_001693.3	NP_001684.2
527	ATP6V0C	NM_001198569.1,NM_001694.3	NP_001685.1,NP_001185498.1
528	ATP6V1C1	NM_001695.4	NP_001686.1
529	ATP6V1E1	NM_001039367.1,NM_001696.3,NM_001039366.1	NP_001034456.1,NP_001687.1,NP_001034455.1
533	ATP6V0B	NM_001039457.1,NM_004047.3	NP_004038.1,NP_001034546.1
534	ATP6V1G2	NM_001204078.1,NM_130463.3,NM_138282.2	NP_612139.1,NP_001191007.1,NP_569730.1
535	ATP6V0A1	NM_005177.3,NM_001130021.1,NM_001130020.1	NP_001123492.1,NP_005168.2,NP_001123493.1
537	ATP6AP1	NM_001183.4	NP_001174.2
538	ATP7A	NM_000052.5	NP_000043.3
539	ATP5O	NM_001697.2	NP_001688.1
540	ATP7B	NM_000053.3,NM_001005918.2,NM_001243182.1	NP_001005918.1,NP_001230111.1,NP_000044.2
131616	TMEM42	NM_144638.1	NP_653239.1
545	ATR	NM_001184.3	NP_001175.2
546	ATRX	NM_000489.3,NM_138270.2	NP_000480.2,NP_612114.1
547	KIF1A	NM_004321.6,NM_001244008.1	NP_001230937.1,NP_004312.2
549	AUH	NM_001698.2	NP_001689.1
550	AUP1	NM_181575.3	NP_853553.1
551	AVP	NM_000490.4	NP_000481.2
552	AVPR1A	NM_000706.4	NP_000697.1
553	AVPR1B	NM_000707.3	NP_000698.1
554	AVPR2	NM_001146151.1,NM_000054.4,NR_027419.1	NP_000045.1,NP_001139623.1
558	AXL	NM_001699.4,NM_021913.3	NP_068713.2,NP_001690.2
563	AZGP1	NM_001185.3	NP_001176.1
566	AZU1	NM_001700.3	NP_001691.1
567	B2M	NM_004048.2	NP_004039.1
570	BAAT	NM_001127610.1,NM_001701.3	NP_001121082.1,NP_001692.1
571	BACH1	NR_027655.1,NM_001186.2,NM_206866.1	NP_001177.1,NP_996749.1
572	BAD	NM_004322.3,NM_032989.2	NP_004313.1,NP_116784.1
573	BAG1	NM_004323.5,NM_001172415.1	NP_004314.5,NP_001165886.1
574	BAGE	NM_001187.1	NP_001178.1
575	BAI1	NM_001702.2	NP_001693.2
576	BAI2	NM_001703.2	NP_001694.2
577	BAI3	NM_001704.2	NP_001695.1
578	BAK1	NM_001188.3	NP_001179.1
579	NKX3-2	NM_001189.3	NP_001180.1
580	BARD1	NM_000465.2	NP_000456.2
581	BAX	NM_138764.4,NM_138761.3,NM_004324.3,NM_138763.3,NR_027882.1	NP_620118.1,NP_004315.1,NP_620116.1,NP_620119.2
582	BBS1	NM_024649.4	NP_078925.3
583	BBS2	NM_031885.3	NP_114091.3
585	BBS4	NR_045565.1,NM_033028.4,NM_001252678.1,NR_045566.1	NP_149017.2,NP_001239607.1
586	BCAT1	NM_001178091.1,NM_001178094.1,NM_001178093.1,NM_005504.6,NM_001178092.1	NP_001171563.1,NP_001171564.1,NP_001171562.1,NP_001171565.1,NP_005495.2
587	BCAT2	NM_001190.3,NR_028450.1,NM_001164773.1,NR_028451.1	NP_001158245.1,NP_001181.2
590	BCHE	NM_000055.2	NP_000046.1
593	BCKDHA	NM_000709.3,NM_001164783.1	NP_001158255.1,NP_000700.1
594	BCKDHB	NM_000056.3,NM_183050.2	NP_000047.1,NP_898871.1
595	CCND1	NM_053056.2	NP_444284.1
596	BCL2	NM_000633.2,NM_000657.2	NP_000648.2,NP_000624.2
597	BCL2A1	NM_001114735.1,NM_004049.3	NP_001108207.1,NP_004040.1
598	BCL2L1	NM_138578.1,NM_001191.2	NP_001182.1,NP_612815.1
599	BCL2L2	NM_001199839.1,NM_004050.4	NP_004041.1,NP_001186768.1
602	BCL3	NM_005178.4	NP_005169.2
604	BCL6	NM_001706.4,NM_001130845.1,NM_001134738.1	NP_001124317.1,NP_001697.2,NP_001128210.1
605	BCL7A	NM_001024808.1,NM_020993.3	NP_001019979.1,NP_066273.1
606	NBEAP1	NR_027992.1	
607	BCL9	NM_004326.2	NP_004317.2
608	TNFRSF17	NM_001192.2	NP_001183.2
610	HCN2	NM_001194.3	NP_001185.3
611	OPN1SW	NM_001708.2	NP_001699.1
613	BCR	NM_004327.3,NM_021574.2	NP_067585.2,NP_004318.3
617	BCS1L	NM_001257343.1,NM_001079866.1,NM_001257344.1,NM_001257342.1,NM_004328.4	NP_004319.1,NP_001244273.1,NP_001244271.1,NP_001244272.1,NP_001073335.1
618	BCYRN1	NR_001568.1	
622	BDH1	NM_004051.4,NM_203314.2,NM_203315.2	NP_976060.1,NP_976059.1,NP_004042.1
623	BDKRB1	NM_000710.3	NP_000701.2
624	BDKRB2	NM_000623.3	NP_000614.1
627	BDNF	NM_170735.5,NM_001143807.1,NM_170731.4,NM_001143809.1,NM_001143806.1,NM_170733.3,NM_001143808.1,NM_001143812.1,NM_001143813.1,NM_001143805.1,NM_170732.4,NM_001143814.1,NM_001709.4,NM_001143810.1,NM_170734.3,NM_001143811.1,NM_001143816.1	NP_001137278.1,NP_001137277.1,NP_001137279.1,NP_001137281.1,NP_001137280.1,NP_733928.1,NP_001137284.1,NP_733931.1,NP_001137288.1,NP_001700.2,NP_733927.1,NP_733929.1,NP_733930.1,NP_001137286.1,NP_001137283.1,NP_001137282.1,NP_001137285.1
629	CFB	NM_001710.5	NP_001701.2
631	BFSP1	NM_001195.3,NM_001161705.1	NP_001155177.1,NP_001186.1
632	BGLAP	NM_199173.4	NP_954642.1
633	BGN	NM_001711.4	NP_001702.1
634	CEACAM1	NM_001184815.1,NM_001712.4,NM_001205344.1,NM_001184813.1,NM_001024912.2,NM_001184816.1	NP_001703.2,NP_001171745.1,NP_001192273.1,NP_001171742.1,NP_001020083.1,NP_001171744.1
635	BHMT	NM_001713.2	NP_001704.2
636	BICD1	NM_001003398.1,NM_001714.2	NP_001003398.1,NP_001705.2
637	BID	NM_197967.2,NM_001244572.1,NM_197966.2,NM_001244570.1,NM_001244567.1,NM_001244569.1,NM_001196.3	NP_932071.1,NP_932070.1,NP_001187.1,NP_001231499.1,NP_001231498.1,NP_001231501.1,NP_001231496.1
638	BIK	NM_001197.4	NP_001188.1
639	PRDM1	NM_001198.3,NM_182907.2	NP_878911.1,NP_001189.2
640	BLK	NM_001715.2	NP_001706.2
641	BLM	NM_000057.2	NP_000048.1
642	BLMH	NM_000386.3	NP_000377.1
643	CXCR5	NM_001716.4,NM_032966.2	NP_116743.1,NP_001707.1
644	BLVRA	NM_000712.3,NM_001253823.1	NP_000703.2,NP_001240752.1
645	BLVRB	NM_000713.2	NP_000704.1
646	BNC1	NM_001717.3	NP_001708.3
648	BMI1	NM_005180.8	NP_005171.4
649	BMP1	NR_033404.1,NR_033403.1,NM_001199.3,NM_006129.4	NP_006120.1,NP_001190.1
650	BMP2	NM_001200.2	NP_001191.1
651	BMP3	NM_001201.2	NP_001192.2
652	BMP4	NM_130850.2,NM_001202.3,NM_130851.2	NP_001193.2,NP_570912.2,NP_570911.2
653	BMP5	NM_021073.2	NP_066551.1
654	BMP6	NM_001718.4	NP_001709.1
655	BMP7	NM_001719.2	NP_001710.1
656	BMP8B	NM_001720.3	NP_001711.2
657	BMPR1A	NM_004329.2	NP_004320.2
658	BMPR1B	NM_001256793.1,NM_001256794.1,NM_001256792.1,NM_001203.2	NP_001194.1,NP_001243721.1,NP_001243723.1,NP_001243722.1
659	BMPR2	NM_001204.6	NP_001195.2
660	BMX	NM_203281.2,NM_001721.6	NP_975010.1,NP_001712.1
661	POLR3D	NM_001722.2	NP_001713.2
662	BNIP1	NM_013979.2,NM_001205.2,NM_013980.2,NM_013978.2	NP_001196.2,NP_053583.2,NP_053581.2,NP_053582.2
663	BNIP2	NM_004330.2	NP_004321.2
664	BNIP3	NM_004052.2	NP_004043.2
665	BNIP3L	NM_004331.2	NP_004322.1
666	BOK	NM_032515.4	NP_115904.1
667	DST	XM_003403438.1,NM_001144770.1,XM_003403793.1,NM_183380.3,NM_001144769.2,NM_015548.4,XM_003960363.1,NM_001723.5	NP_056363.2,NP_899236.1,XP_003960412.1,NP_001138241.1,NP_001714.1,XP_003403841.1,XP_003403486.1,NP_001138242.1
668	FOXL2	NM_023067.3	NP_075555.1
669	BPGM	NM_199186.2,NM_001724.4	NP_954655.1,NP_001715.1
670	BPHL	NR_026649.1,NM_004332.2,NR_026650.1,NR_026648.1	NP_004323.2
671	BPI	NM_001725.2	NP_001716.2
672	BRCA1	NM_007294.3,NM_007300.3,NM_007299.3,NM_007298.3,NR_027676.1,NM_007297.3	NP_009228.2,NP_009230.2,NP_009225.1,NP_009229.2,NP_009231.2
673	BRAF	NM_004333.4	NP_004324.2
675	BRCA2	NM_000059.3	NP_000050.2
676	BRDT	NM_001242807.1,NM_001242806.1,NM_001242808.1,NM_001726.3,NM_001242805.1,NM_001242810.1,NM_207189.2	NP_997072.1,NP_001229735.1,NP_001229734.1,NP_001229739.1,NP_001717.2,NP_001229737.1,NP_001229736.1
677	ZFP36L1	NM_001244701.1,NM_001244698.1,NM_004926.3	NP_001231627.1,NP_004917.2,NP_001231630.1
678	ZFP36L2	NM_006887.4	NP_008818.3
680	BRS3	NM_001727.1	NP_001718.1
682	BSG	NM_198591.2,NM_198589.2,NM_198590.2,NM_001728.3	NP_001719.2,NP_940992.1,NP_940991.1,NP_940993.1
683	BST1	NM_004334.2	NP_004325.2
684	BST2	NM_004335.2	NP_004326.1
685	BTC	NM_001729.2	NP_001720.1
686	BTD	NM_000060.2	NP_000051.1
687	KLF9	NM_001206.2	NP_001197.1
688	KLF5	NM_001730.3	NP_001721.2
689	BTF3	NM_001037637.1,NM_001207.4	NP_001032726.1,NP_001198.2
690	BTF3P11	NR_026983.1	
694	BTG1	NM_001731.2	NP_001722.1
695	BTK	NM_000061.2	NP_000052.1
696	BTN1A1	NM_001732.2	NP_001723.2
699	BUB1	NM_004336.3	NP_004327.1
701	BUB1B	NM_001211.5	NP_001202.4
705	BYSL	NM_004053.3	NP_004044.3
706	TSPO	NM_000714.5,NM_001256531.1,NR_046308.1,NM_001256530.1	NP_001243460.1,NP_000705.2,NP_001243459.1
708	C1QBP	NM_001212.3	NP_001203.1
710	SERPING1	NM_000062.2,NM_001032295.1	NP_001027466.1,NP_000053.2
711	ERC2-IT1	NR_024615.1	
712	C1QA	NM_015991.2	NP_057075.1
713	C1QB	NM_000491.3	NP_000482.3
714	C1QC	NM_001114101.1,NM_172369.3	NP_001107573.1,NP_758957.2
715	C1R	NM_001733.4	NP_001724.3
716	C1S	NM_201442.2,NM_001734.3	NP_958850.1,NP_001725.1
717	C2	NR_073063.1,NM_000063.4,NM_001178063.1,NM_001145903.1	NP_001139375.1,NP_001171534.1,NP_000054.2
718	C3	NM_000064.2	NP_000055.2
719	C3AR1	NM_004054.2	NP_004045.1
720	C4A	XM_003960046.1,NM_007293.2,XM_003960047.1,NM_001252204.1	XP_003960095.1,NP_009224.2,NP_001239133.1,XP_003960096.1
721	C4B	NM_001002029.3	NP_001002029.3
722	C4BPA	NM_000715.3	NP_000706.1
100270804	LOC100270804	NR_026885.1	
725	C4BPB	NM_001017367.1,NM_001017365.1,NM_001017366.1,NM_000716.3,NM_001017364.1	NP_001017366.1,NP_001017367.1,NP_001017364.1,NP_000707.1,NP_001017365.1
726	CAPN5	NM_004055.4	NP_004046.2
727	C5	NM_001735.2	NP_001726.2
728	C5AR1	NM_001736.3	NP_001727.1
729	C6	NM_001115131.2,NM_000065.3	NP_001108603.2,NP_000056.2
730	C7	NM_000587.2	NP_000578.2
731	C8A	NM_000562.2	NP_000553.1
732	C8B	NM_000066.2	NP_000057.1
733	C8G	NM_000606.2	NP_000597.2
734	OSGIN2	NM_001126111.1,NM_004337.2	NP_001119583.1,NP_004328.1
735	C9	NM_001737.3	NP_001728.1
738	VPS51	NM_013265.3,NR_073519.1	NP_037397.2
740	MRPL49	NM_004927.3,NR_037567.1,NR_037568.1	NP_004918.1
741	ZNHIT2	NM_014205.2	NP_055020.1
744	MPPED2	NM_001145399.1,NM_001584.2	NP_001575.1,NP_001138871.1
745	MYRF	NM_013279.2,NM_001127392.1	NP_037411.1,NP_001120864.1
746	TMEM258	NM_014206.3	NP_055021.1
747	DAGLA	NM_006133.2	NP_006124.1
750	C16orf3	NM_001214.3	NP_001205.3
752	FMNL1	NM_005892.3	NP_005883.2
753	LDLRAD4	NM_181482.4,NM_001003675.3,NM_001276249.1,NM_001003674.3,NM_001276251.1	NP_001003675.1,NP_852147.1,NP_001263180.1,NP_001003674.1,NP_001263178.1
754	PTTG1IP	NM_004339.3	NP_004330.1
755	C21orf2	NM_001271441.1,NM_004928.2,NM_001271440.1,NM_001271442.1	NP_001258369.1,NP_001258370.1,NP_004919.1,NP_001258371.1
757	TMEM50B	NM_006134.6,NR_040016.1	NP_006125.2
758	MPPED1	NM_001044370.1	NP_001037835.1
759	CA1	NM_001128830.2,NM_001164830.1,NM_001128829.2,NM_001128831.2,NM_001738.3	NP_001158302.1,NP_001122302.1,NP_001729.1,NP_001122303.1,NP_001122301.1
760	CA2	NM_000067.2	NP_000058.1
761	CA3	NM_005181.3	NP_005172.1
762	CA4	NM_000717.3	NP_000708.1
763	CA5A	NM_001739.1	NP_001730.1
765	CA6	NM_001270501.1,NM_001270502.1,NM_001270500.1,NM_001215.3	NP_001257430.1,NP_001206.2,NP_001257431.1,NP_001257429.1
766	CA7	NM_005182.2,NM_001014435.1	NP_001014435.1,NP_005173.1
767	CA8	NM_004056.4	NP_004047.3
768	CA9	NM_001216.2	NP_001207.2
770	CA11	NM_001217.3	NP_001208.2
771	CA12	NM_206925.1,NM_001218.3	NP_001209.1,NP_996808.1
773	CACNA1A	NM_000068.3,NM_001127221.1,NM_001127222.1,NM_023035.2,NM_001174080.1	NP_001167551.1,NP_075461.2,NP_001120693.1,NP_000059.3,NP_001120694.1
774	CACNA1B	NM_000718.3,NM_001243812.1	NP_000709.1,NP_001230741.1
775	CACNA1C	NM_001129843.1,NM_001129842.1,NM_001129829.1,NM_001129833.1,NM_001129830.1,NM_000719.6,NM_001129834.1,NM_001129835.1,NM_001129832.1,NM_001129844.1,NM_001129836.1,NM_001129838.1,NM_001129837.1,NM_001129839.1,NM_001129831.1,NM_001167625.1,NM_001167624.1,NM_001129827.1,NM_001129846.1,NM_001167623.1,NM_001129841.1,NM_001129840.1,NM_199460.2	NP_001161095.1,NP_001123301.1,NP_001123318.1,NP_000710.5,NP_001123315.1,NP_001123303.1,NP_955630.2,NP_001123302.1,NP_001123307.1,NP_001123316.1,NP_001123306.1,NP_001123299.1,NP_001123312.1,NP_001123313.1,NP_001123305.1,NP_001123304.1,NP_001123309.1,NP_001123314.1,NP_001123308.1,NP_001161097.1,NP_001123310.1,NP_001161096.1,NP_001123311.1
776	CACNA1D	NM_000720.3,NM_001128839.2,NM_001128840.2	NP_000711.1,NP_001122312.1,NP_001122311.1
777	CACNA1E	NM_001205293.1,NM_001205294.1,NM_000721.3	NP_001192222.1,NP_001192223.1,NP_000712.2
778	CACNA1F	NM_001256789.1,NM_005183.2,NM_001256790.1	NP_001243718.1,NP_001243719.1,NP_005174.2
779	CACNA1S	NM_000069.2	NP_000060.2
780	DDR1	NM_013993.2,NM_001202522.1,NM_001954.4,NM_013994.2,NM_001202523.1,NM_001202521.1	NP_001945.3,NP_001189451.1,NP_001189450.1,NP_054700.2,NP_054699.2,NP_001189452.1
781	CACNA2D1	NM_000722.2	NP_000713.2
782	CACNB1	NM_000723.4,NM_199247.2,NM_199248.2	NP_954855.1,NP_000714.3,NP_954856.1
783	CACNB2	NM_001167945.1,NM_201596.2,NM_201593.2,NM_201572.3,NM_201571.3,NM_201590.2,NM_000724.3,NM_201597.2,NM_201570.2	NP_963865.2,NP_963884.2,NP_963891.1,NP_963890.2,NP_963864.1,NP_001161417.1,NP_000715.2,NP_963866.2,NP_963887.2
784	CACNB3	NM_000725.3,NM_001206916.1,NM_001206915.1,NM_001206917.1	NP_000716.2,NP_001193845.1,NP_001193844.1,NP_001193846.1
785	CACNB4	NM_001005747.2,NM_001005746.2,NM_001145798.1,NM_000726.3	NP_001005746.1,NP_001005747.1,NP_000717.2,NP_001139270.1
786	CACNG1	NM_000727.3	NP_000718.1
788	SLC25A20	NM_000387.5	NP_000378.1
790	CAD	NM_004341.3	NP_004332.2
793	CALB1	NM_004929.2	NP_004920.1
794	CALB2	NM_001740.4,NM_007088.3,NR_027910.2	NP_009019.1,NP_001731.2
795	S100G	NM_004057.2	NP_004048.1
796	CALCA	NM_001741.2,NM_001033952.2,NM_001033953.2	NP_001029125.1,NP_001732.1,NP_001029124.1
797	CALCB	NM_000728.3	NP_000719.1
131870	NUDT16	NM_152395.2,NM_001171905.1,NR_033268.1,NM_001171906.1	NP_001165377.1,NP_689608.2,NP_001165376.1
799	CALCR	NM_001164738.1,NM_001164737.1,NM_001742.3	NP_001158209.1,NP_001158210.1,NP_001733.1
800	CALD1	NM_004342.6,NM_033138.3,NM_033140.3,NM_033157.3,NM_033139.3	NP_004333.1,NP_149130.1,NP_149347.2,NP_149129.2,NP_149131.1
801	CALM1	NM_006888.4	NP_008819.1
805	CALM2	NM_001743.4	NP_001734.1
808	CALM3	NM_005184.2	NP_005175.2
810	CALML3	NM_005185.2	NP_005176.1
811	CALR	NM_004343.3	NP_004334.1
813	CALU	NM_001199672.1,NM_001219.4,NM_001130674.2,NM_001199671.1,NR_074086.1,NM_001199673.1	NP_001186601.1,NP_001210.1,NP_001186600.1,NP_001124146.1,NP_001186602.1
814	CAMK4	NM_001744.4	NP_001735.1
815	CAMK2A	NM_171825.2,NM_015981.3	NP_741960.1,NP_057065.2
816	CAMK2B	NM_172081.2,NM_172084.2,NM_001220.4,NM_172078.2,NM_172080.2,NM_172083.2,NM_172082.2,NM_172079.2	NP_742077.1,NP_742078.1,NP_001211.3,NP_742079.1,NP_742076.1,NP_742075.1,NP_742081.1,NP_742080.1
817	CAMK2D	NM_172128.2,NM_172129.1,NM_001221.3,NM_172115.2,NM_172127.2,NM_172114.1	NP_742126.1,NP_742125.1,NP_001212.2,NP_742127.1,NP_742113.1,NP_742112.1
818	CAMK2G	NM_172173.2,NM_172169.2,NM_172170.4,NM_001204492.1,NM_001222.3,NM_172171.2	NP_751911.1,NP_751910.1,NP_751909.1,NP_751913.1,NP_001191421.1,NP_001213.2
819	CAMLG	NM_001745.3	NP_001736.1
820	CAMP	NM_004345.4	NP_004336.3
821	CANX	NM_001746.3,NM_001024649.1	NP_001737.1,NP_001019820.1
822	CAPG	NM_001256140.1,NM_001256139.1,NM_001747.3	NP_001243069.1,NP_001243068.1,NP_001738.2
823	CAPN1	NM_001198868.1,NR_040008.1,NM_005186.3,NM_001198869.1	NP_001185797.1,NP_005177.2,NP_001185798.1
824	CAPN2	NM_001748.4,NM_001146068.1	NP_001139540.1,NP_001739.2
825	CAPN3	NM_173087.1,NM_173088.1,NM_173089.1,NM_173090.1,NM_000070.2,NM_024344.1	NP_775110.1,NP_775111.1,NP_775112.1,NP_000061.1,NP_077320.1,NP_775113.1
826	CAPNS1	NM_001749.2,NM_001003962.1	NP_001740.1,NP_001003962.1
827	CAPN6	NM_014289.3	NP_055104.2
828	CAPS	NM_004058.3,NM_080590.2	NP_004049.1,NP_542157.1
829	CAPZA1	NM_006135.2	NP_006126.1
830	CAPZA2	NM_006136.2	NP_006127.1
831	CAST	NR_033798.1,NM_001042440.2,NM_001190442.1,NM_173060.3	NP_001177371.1,NP_001035905.1,NP_775083.1
832	CAPZB	NM_004930.3,NR_038125.1,NM_001206540.1	NP_001193469.1,NP_004921.1
833	CARS	NR_036542.1,NM_001194997.1,NM_001014437.2,NM_001751.5,NM_139273.3	NP_001014437.1,NP_644802.1,NP_001742.1,NP_001181926.1
834	CASP1	NM_033295.3,NM_001257119.1,NM_001257118.1,NM_033294.3,NM_001223.4,NM_033292.3,NM_033293.3	NP_150635.1,NP_001214.1,NP_150636.1,NP_001244047.1,NP_150637.1,NP_150634.1,NP_001244048.1
835	CASP2	NM_001224.4,NM_032982.3,NM_032983.3	NP_001215.1,NP_116764.2,NP_116765.2
836	CASP3	NM_004346.3,NM_032991.2	NP_116786.1,NP_004337.2
837	CASP4	NM_001225.3,NM_033306.2	NP_150649.1,NP_001216.1
838	CASP5	NM_001136112.1,NM_004347.3,NM_001136110.1,NR_024239.1,NM_001136109.1,NR_036562.1	NP_001129582.1,NP_001129584.1,NP_001129581.1,NP_004338.3
839	CASP6	NM_032992.2,NM_001226.3	NP_001217.2,NP_116787.1
840	CASP7	NM_033340.3,NM_033338.5,NM_033339.4,NM_001227.4,NM_001267057.1,NM_001267056.1,NM_001267058.1	NP_001253987.1,NP_203124.1,NP_001253986.1,NP_001253985.1,NP_203126.1,NP_203125.1,NP_001218.1
841	CASP8	NM_001080125.1,NM_033358.3,NM_033355.3,NM_033356.3,NM_001080124.1,NM_001228.4	NP_203520.1,NP_001073594.1,NP_001073593.1,NP_203522.1,NP_001219.2,NP_203519.1
842	CASP9	NM_032996.2,NM_001229.3	NP_001220.2,NP_127463.2
843	CASP10	NM_001206542.1,NM_032976.3,NM_032977.3,NM_001230.4,NM_001206524.1,NM_032974.4	NP_001193471.1,NP_001221.2,NP_001193453.1,NP_116756.2,NP_116758.1,NP_116759.2
844	CASQ1	NM_001231.4	NP_001222.3
845	CASQ2	NM_001232.3	NP_001223.2
846	CASR	NM_001178065.1,NM_000388.3	NP_000379.2,NP_001171536.1
847	CAT	NM_001752.3	NP_001743.1
131920	TMEM207	NM_207316.1	NP_997199.1
857	CAV1	NM_001172897.1,NM_001172895.1,NM_001172896.1,NM_001753.4	NP_001166368.1,NP_001166367.1,NP_001744.2,NP_001166366.1
858	CAV2	NM_001233.4,NM_198212.2,NM_001206748.1,NM_001206747.1	NP_001193676.1,NP_937855.1,NP_001193677.1,NP_001224.1
859	CAV3	NM_001234.4,NM_033337.2	NP_001225.1,NP_203123.1
860	RUNX2	NM_001015051.3,NM_001024630.3,NM_004348.3	NP_004339.3,NP_001019801.3,NP_001015051.3
861	RUNX1	NM_001122607.1,NM_001754.4,NM_001001890.2	NP_001116079.1,NP_001745.2,NP_001001890.1
862	RUNX1T1	NM_004349.3,NM_001198627.1,NM_001198629.1,NM_001198626.1,NM_001198628.1,NM_001198632.1,NM_001198633.1,NM_175634.2,NM_001198625.1,NM_001198679.1,NM_175635.2,NM_001198634.1,NM_001198630.1,NM_001198631.1,NM_175636.2	NP_001185557.1,NP_783553.1,NP_001185608.1,NP_001185558.1,NP_004340.1,NP_001185563.1,NP_001185559.1,NP_001185554.1,NP_001185562.1,NP_783554.1,NP_001185555.1,NP_783552.1,NP_001185561.1,NP_001185560.1,NP_001185556.1
863	CBFA2T3	NM_175931.2,NM_005187.5	NP_787127.1,NP_005178.4
