journalCount	pubName	pubSynonyms	titles	webservers	journalEIssns	journalIssns	uid	countries	languages
1	NLM Metzdorf Marschalf For The American Academy of Gnathologic Orthopedics	Metzdorf-Marschalf For The American Academy Of Gnathologic Orthopedics	The Journal			0886-1064	8709880	United States	eng
1	NLM Pennsylvania Health Care Cost Containment Council	Pennsylvania Health Care Cost Containment Council	PHC4 FYI	phc4.org			101141791	United States	eng
1	NLM Us Atomic Energy Commission Argonne National Laboratory	Us Atomic Energy Commission, Argonne National Laboratory	ANL.			0192-3188	21830310R	United States	eng
1	NLM Lilly Research Laboratories	Lilly Research Laboratories	Research today.			0096-2910	20130030R	United States	eng
1	NLM Australian Society For The Advancement of Anaesthesia And Sedation In Dentistry	Australian Society For The Advancement Of Anaesthesia And Sedation In Dentistry	Dental anaesthesia and sedation.			0311-0699	7806536	Australia	eng
1	NLM Yakugyō Jihōsha	Yakugyō Jihōsha	Chūdoku kenkyū : Chūdoku Kenkyūkai jun kikanshi = The Japanese journal of toxicology.			0914-3777	9310053	Japan	jpn
2	NLM American Academy of Psychiatry And The Law	American Academy Of Psychiatry And The Law	The journal of the American Academy of Psychiatry and the Law.|The Bulletin of the American Academy of Psychiatry and the Law.	jaapl.org	1943-3662|	1093-6793|0091-634X	9708963|7503424	United States	eng
1	NLM 1994	1994-	Nihon shinkei seishin yakurigaku zasshi = Japanese journal of psychopharmacology.			1340-2544	9509023	Japan	eng
1	NLM Helliniki Iatriki	Helliniki Iatriki	Hellenike iatrike.			0258-2694	0373002	Greece	gre
1	NLM EDK	EDK	Médecine sciences : M/S.	medecinesciences.org	1958-5381	0767-0974	8710980	France	fre
1	NLM Zhonghau yi xue hui	Zhonghau yi xue hui	Zhonghua fang she xue za zhi Chinese journal of radiology.			1005-1201	16210360R	China	chi
5	NLM American Osteopathic Hospital Association	American Osteopathic Hospital Association|American Osteopathic Hospital Assn	AOHA : a publication of the American Osteopathic Hospital Association.|AOHA today.|Osteopathic hospital leadership.|OH. Osteopathic hospitals.|The Osteopathic hospital.		||||	1058-6385|1044-1980|8750-9202|0161-0007|0048-2293	9112809|8911799|8507547|7800066|7708992	United States	eng
9	NLM SN	S.N	The Health of the people.|Fiziologia normală şi patologică.|Psychiatria et neurologia.|Ftiziologia.|Neuropsihijatrija.|Wiederherstellungschirurgie und Traumatologie. Reconstruction surgery and traumatology.|Lavoro umano.|Giornale di psichiatria e di neuropatologia.|Transactions.		||||||||	0301-0384|0015-3281|0370-1956|0016-2329|0047-9438||0023-9127|0017-0399|	0366537|7612005|0150763|7503784|0400776|0136743|0404434|0404427|21620510R	Romania|Italy|United States|Croatia|Switzerland|New Zealand	ita|hrv|rum|eng
1	NLM Virgin Islands Nurses Association	Virgin Islands Nurses Association	Vina quarterly.			0049-6464	0031221	Virgin Islands of the United States	eng
1	NLM Green's Eye Hospital	Green's Eye Hospital	Bulletin of practical ophthalmology.				0004343	United States	eng
1	NLM National Center for Chronic Disease Control Chronic Respiratory Diseases Control Program	National Center for Chronic Disease Control, Chronic Respiratory Diseases Control Program	Aspen Emphysema Conference.				100960810	United States	eng
1	NLM Connecticut State Medical Society	Connecticut State Medical Society	Connecticut medicine.			0010-6178	0372745	United States	eng
1	NLM Intellisphere LLC	Intellisphere, LLC	The American journal of managed care.	ajmc.com	1936-2692	1088-0224	9613960	United States	eng
1	NLM Cassak publications	Cassak publications	Surgical business.			0039-6095	0404550	United States	eng
1	NLM Published by the Printer Halifax Nova Scotia for the Canadian Association of Neuroscience Nurses	Published by the Printer, Halifax, Nova Scotia for the Canadian Association of Neuroscience Nurses	L' Axone			0834-7824	8804393	Canada	eng
1	NLM American Association of Spinal Cord Injury Nurses	American Association of Spinal Cord Injury Nurses	SCI nursing : a publication of the American Association of Spinal Cord Injury Nurses.			0888-8299	8503185	United States	eng
3	NLM Institute of Logopedics	Institute of Logopedics|Institute Of Logopedics	The Cerebral palsy journal.|Cerebral palsy review.|The Spastic review.		||	||	0101157|2984709R|20930400R	United States	eng
1	NLM Regional Nursing Program	Regional Nursing Program	Inter-University Faculty Work Conference.				100961282	United States	eng
1	NLM Journal of Pedodontics	Journal of Pedodontics, Inc	The Journal of clinical pediatric dentistry.	pediatricdentistry.metapress.com	1557-5268	1053-4628	9100079	United States	eng
1	NLM Ethnikos Syndesmos Diplomatouchon Hellenidon Nosokomon	Ethnikos Syndesmos Diplomatouchon Hellenidon Nosokomon	Hellenis adelphe.			0301-5157	0377562	Greece	gre
1	NLM Johnstown Pa [1919 1983	Johnstown, Pa. [1919-1983]	The Medical comment.				18510510R	United States	eng
1	NLM Capital	Capital Publications	How to: Evaluate health programs.			0191-3727	7901130	United States	eng
2	NLM Chroma	Chroma	Cranio : the journal of craniomandibular practice.|The Journal of cranio-mandibular practice.		|	0886-9634|0734-5410	8609491|8301363	United States	eng
1	NLM British Association of Dental Nurses	British Association Of Dental Nurses	The British dental nurses' journal.			1356-3807	9602061	England	eng
1	NLM Sociedad De Biologia De Concepcion	Sociedad De Biologia De Concepcion	Boletín de la Sociedad de Biología de Concepción.			0037-850X	7506929	Chile	spa
1	NLM Business Word	Business Word	Health care strategic management.			0742-1478	8405900	United States	eng
1	NLM Institute of Sterile Management	Institute of Sterile Services Management	Journal			0951-2578	8915209	England	eng
1	NLM Us Federal Aviation Agency office of Aviation Medicine	Us Federal Aviation Agency, Office Of Aviation Medicine	AM [reports].				0075052	United States	eng
1	NLM US Department of Health and Human Public Health Service Centers for Disease Control National Center for Health Statistics	U.S. Dept. of Health and Human Services, Public Health Service, Centers for Disease Control, National Center for Health Statistics	Vital and health statistics. Series 21, Data on natality, marriage, and divorce.			1057-7629	9105104	United States	eng
1	NLM Nofer Institute of Occupational Medicine Lodz And The Polish Association of Occupational Medicine	Nofer Institute Of Occupational Medicine, Lodz And The Polish Association Of Occupational Medicine	Polish journal of occupational medicine and environmental health.			0867-8383	9215008	Poland	eng
1	NLM Bok S A	Bok S. A	Archivos españoles de urología.	arch-espanoles-de-urologia.es|scielo.isciii.es	1576-8260	0004-0614	0064757	Spain	spa
1	NLM Taehan Ui Sahak Hoe	Taehan Ui Sahak Hoe	Ŭi sahak.	medhist.kams.or.kr		1225-505X	9605018	Korea (South)	kor
1	NLM Same day Surgery inc	Same-day Surgery, inc	Same-day surgery.			0190-5066	7810150	United States	eng
4	NLM Endocrine Society	Endocrine Society	Molecular endocrinology.|Endocrine reviews.|The Journal of clinical endocrinology and metabolism.|Endocrinology.	jcem.endojournals.org|edrv.endojournals.org|mend.endojournals.org|endo.endojournals.org	1944-9917|1945-7189|1945-7197|1945-7170	0888-8809|0163-769X|0021-972X|0013-7227	8801431|8006258|0375362|0375040	United States	eng
2	NLM American Society of Dentistry for Children	American Society of Dentistry for Children	ASDC journal of dentistry for children.|Journal of dentistry for children.	aapd.org	|	1945-1954|0022-0353	0146172|0150034	United States	eng
1	NLM National Athletic Trainers' Association	National Athletic Trainers' Association	Journal of athletic training.	journalofathletictraining.org	1938-162X	1062-6050	9301647	United States	eng
1	NLM Nippon Jinrui Iden Gakkai	Nippon Jinrui Iden Gakkai	Jinrui idengaku zasshi. The Japanese journal of human genetics.			0021-5074	0420105	Japan	jpn
1	NLM American Society of Mammalogists	American Society of Mammalogists	Journal of mammalogy.			0022-2372	2985081R	United States	eng
1	NLM Ministerstvo Zdravookhraneniia Rsfsr	Ministerstvo Zdravookhraneniia Rsfsr	Medit︠s︡inskai︠a︡ sestra.			0025-8342	18620490R	Russia (Federation)	rus
1	NLM Hind Kusht Nivaran Sangh	Hind Kusht Nivaran Sangh	Indian journal of leprosy.			0254-9395	8409173	India	eng
1	NLM Journal	Journal Press	Genetic psychology monographs.			0016-6677	0370737	United States	eng
1	NLM Hare	Hare Publications	Emergency.			0162-5942	7910894	United States	eng
1	NLM Cometa	Cometa	Revista española de sanidad penitenciaria.	resp.es		1575-0620	101284897	Spain	spa
2	NLM Hospital For Joint Diseases Orthopaedic Institute	Hospital For Joint Diseases Orthopaedic Institute	Bulletin of the Hospital for Joint Diseases Orthopaedic Institute.|Bulletin of the Hospital for Joint Diseases.		|	0883-9344|0018-5647	8207779|7505376	United States	eng
1	NLM Swedish Dental Federation	Swedish Dental Federation	Swedish dental journal.			0347-9994	7706129	Sweden	eng
1	NLM Si fa bu Si fa jian ding ke xue ji shu yan jiu suo	Si fa bu Si fa jian ding ke xue ji shu yan jiu suo	Fa yi xue za zhi.	fyxzz.periodicals.net.cn		1004-5619	9426151	China	chi
1	NLM National Legal Center for the Medically Dependent and Disabled and the Horatio R Storer Foundation	National Legal Center for the Medically Dependent & Disabled and the Horatio R. Storer Foundation	Issues in law & medicine.			8756-8160	8511295	United States	eng
1	NLM Glaxo Laboratories ltd	Glaxo Laboratories, ltd	The Glaxo volume; an occasional contribution to the science and art of medicine.				0374644	England	eng
1	NLM Ceská lékarská spolecnost JE Purkyne	Ceská lékarská spolecnost J.E. Purkyne	Epidemiologie, mikrobiologie, imunologie : casopis Spolecnosti pro epidemiologii a mikrobiologii Ceské lékarské spolecnosti J.E. Purkyne.			1210-7913	9431736	Czech Republic	cze
1	NLM Texas Cancer Coordinating Council	Texas Cancer Coordinating Council	Texas cancer bulletin.			0892-8290	21130520R	United States	eng
1	NLM Facultad de Higiene y Medicina Preventiva de la Universidad Nacional del Litoral	Facultad de Higiene y Medicina Preventiva de la Universidad Nacional del Litoral	Anales de medicina pública.				14930030R	Argentina	spa
1	NLM Calgary Associate Clinic	Calgary Associate Clinic	Historical bulletin; notes and abstracts dealing with medical history.				17340510R	Canada	eng
1	NLM Tenth District Dental Society of the State of New York	Tenth District Dental Society of the State of New York	Bulletin of the Tenth District Dental Society of the State of New York.			1080-8345	9875600	United States	eng
1	NLM American Optical	American Optical Co	American optical vision.				14840070R	United States	eng
1	NLM League of Nations	League of Nations	Bulletin.				18310020R	Switzerland	eng
1	NLM Japanese Association for Dental Science	Japanese Assn. for Dental Science	Dentistry in Japan.			0070-3737	0226633	Japan	eng
87	NLM Jstage	Japanese Association for Laboratory Animal Science|Japan Endocrine Society|Japan Society of Histological Documentation|Nihon Sangyō Eisei Gakkai|Nihon ishinkin Gakkai|Japan Society Of Clinical Hematology|National Institute of Industrial Health|Human Ergology Society|National Institute of Health of Japan|Japan Atherosclerosis Society|Japanese Urological Association|Nihon Eiyo Shokurko Gakkai|Japanese Society for Dental Materials and Devices|Japan Geriatrics Society|Japan Society for Occupational Health|Japanese Society for the Study of Xenobiotics|Genetics Society of Japan|Japanese Pharmacological Society|Japanese Editorial Committee of Annals of Thoracic and Cardiovascular Surgery|Japan Society for Cell Biology|Japanese Society Of Veterinary Science|Kokuritsu Yobo Eisei Kenkyujo|Nihon University School of Dentistry|Nature Publishing Group|Microbiology Research Foundation|Kurume Univ., School of Medicine|Tokyo Shika Daigaku|Japanese Circulation Society|Japanese Society Of Gastroenterology|International Heart Journal Association|Physiological Society of Japan|Fukushima Medical College|Nihon Naika Gakkai|Kōkūbyō Gakkai|Japan Oil Chemists' Society|Pharmaceutical Society of Japan|Nihon Rinshō Men'eki Gakkai|Japanese Coloproctological Association|Medical Association Of Okayama|Japan Society For Analytical Chemistry|Japanese Society for Biological Sciences in Space|Nagasami Daigaku Igakubu|Japanese Society For Tuberculosis|Japan Academy|Kitakanto Medical Society|Nippon Eisei Gakkai|Biomedical Research Foundation|Medical Association of Nippon Medical School|BioMed Central|Okajima Foria Anatomika Yaponika Henshūbu|Tohoku University Medical Library|Nippon Yakuri Gakkai|Nihon Hansenbyō Gakkai|Nihon Rinpa Mōnaikei Gakkai|Japanese Society Of Nephrology|Nihon Saikin Gakkai|Japan Society of Physiological Anthropology|Japanese Society of Internal Medicine|University of Tokushima School of Medicine|Doku Sayō Kenkyūkai|Japanese Heart Journal Association|Nihon Yakugakkai|Nihon Eki Gakkai|Shindan to Chiryosha|Nihon Hōshasen Gijutsu Gakkai|Keio Gijuku Daigaku Igakubu|Japan Society for Bioscience, Biotechnology, and Agrochemistry|Japanese Society of Microbial Ecology|Oxford University Press|Society Of Japanese Virologists|Nihon Iden Gakkai|Society for Antibacterial and Antifungal Agents, Japan|Japan Society of Magnetic Resonance in Medicine|Oto-Rhino-Laryngological Society Of Japan|Nippon Kagakukai|Japan Neurosurgical Society|Japan Society Of Physiological Anthropology|University of Tokyo Press|Springer Japan|Showa University and Showa Medical Association|Dō Gakkai|Japanese Society of Animal Reproduction	Medical mycology journal.|Journal of physiological anthropology.|The journal of physiological sciences : JPS.|International heart journal.|Journal of pharmacological sciences.|Circulation journal : official journal of the Japanese Circulation Society|Drug metabolism and pharmacokinetics.|Magnetic resonance in medical sciences : MRMS : an official journal of Japan Society of Magnetic Resonance in Medicine.|Journal of clinical and experimental hematopathology : JCEH.|Journal of oleo science.|Journal of Nippon Medical School = Nippon Ika Daigaku zasshi.|Journal of physiological anthropology and applied human science.|Journal of oral science.|The journal of medical investigation : JMI.|Biocontrol science.|Genes & genetic systems.|Journal of occupational health.|Microbes and environments|Nihon Hansenbyō Gakkai zasshi = Japanese journal of leprosy : official organ of the Japanese Leprosy Association.|Annals of thoracic and cardiovascular surgery : official journal of the Association of Thoracic and Cardiovascular Surgeons of Asia.|Applied human science : journal of physiological anthropology.|Experimental animals|Sangyō eiseigaku zasshi = Journal of occupational health.|Journal of atherosclerosis and thrombosis.|Biological & pharmaceutical bulletin.|Endocrine journal.|Bioscience, biotechnology, and biochemistry.|Hypertension research : official journal of the Japanese Society of Hypertension.|Internal medicine.|The Journal of reproduction and development.|Journal of epidemiology|Journal of smooth muscle research = Nihon Heikatsukin Gakkai kikanshi.|The Journal of veterinary medical science|Nihon Ishinkin Gakkai zasshi = Japanese journal of medical mycology.|Archives of histology and cytology.|Uchū Seibutsu Kagaku.|Analytical sciences : the international journal of the Japan Society for Analytical Chemistry.|Nihon Eiyō Shokuryō Gakkai shi = Nippon Eiyō Shokuryō Gakkaishi = Journal of Japanese Society of Nutrition and Food Science.|Dental materials journal.|Biomedical research.|Nihon Rinshō Men'eki Gakkai kaishi = Japanese journal of clinical immunology.|Proceedings of the Japan Academy. Series B, Physical and biological sciences.|The Journal of toxicological sciences.|Cell structure and function.|Journal of nutritional science and vitaminology.|Journal of human ergology.|No to hattatsu. Brain and development.|Nihon Daicho Komonbyo Gakkai zasshi.|Nihon Ronen Igakkai zasshi. Japanese journal of geriatrics.|Industrial health.|The Bulletin of Tokyo Dental College.|Japanese circulation journal.|Japanese heart journal.|Journal of radiation research.|[Rinshō ketsueki] The Japanese journal of clinical hematology.|Neurologia medico-chirurgica.|Nihon Jinzo Gakkai shi.|Chemical & pharmaceutical bulletin.|Uirusu.|The Journal of general and applied microbiology.|Fukushima journal of medical science.|The Kurume medical journal.|Japanese journal of medical science & biology.|The Keio journal of medicine.|Japanese journal of pharmacology.|Kita Kantō igaku. Kitakanto medical journal.|The Japanese journal of physiology.|Japanese medical journal.|Nihon Hoshasen Gijutsu Gakkai zasshi.|Nihon Jibiinkoka Gakkai kaiho.|Nihon eiseigaku zasshi. Japanese journal of hygiene.|Nihon saikingaku zasshi. Japanese journal of bacteriology.|Nihon yakurigaku zasshi. Folia pharmacologica Japonica.|Acta medica Nagasakiensia.|Shōwa Igakkai zasshi = The Journal of the Showa Medical Association.|Okajimas folia anatomica Japonica.|Nihon Hinyōkika Gakkai zasshi. The japanese journal of urology.|Kōkūbyō Gakkai zasshi. The Journal of the Stomatological Society, Japan.|Bulletin of the Chemical Society of Japan.|Shinrigaku kenkyu : The Japanese journal of psychology.|Kekkaku : [Tuberculosis].|Idengaku zasshi.|The Tohoku journal of experimental medicine.|Nihon Naika Gakkai zasshi. The Journal of the Japanese Society of Internal Medicine.|Nihon Shokakibyo Gakkai zasshi = The Japanese journal of gastro-enterology.|Okayama Igakkai zasshi.|Yakugaku zasshi : Journal of the Pharmaceutical Society of Japan.	bibpurl.oclc.org|jsltr.org|jphysiolanthropol.com|jsmm.org|jstage.jst.go.jp|nature.com|atcs.jp|kekkaku.gr.jp|jns.umin.ac.jp|jsot.gr.jp|journalarchive.jst.go.jp|link.springer.com|kjm.keio.ac.jp|cpb.pharm.or.jp	1882-0476|1880-6805|1880-6562|1349-3299|1347-8648|1347-4820|1880-0920|1880-2206|1880-9952|1347-3352|1347-3409|1347-5355|1880-4926|1349-6867|1884-0205|1880-5779|1348-9585|1347-4405|1884-314X|2186-1005||1881-7122|1349-533X|1880-3873|1347-5215|1348-4540|1347-6947|1348-4214|1349-7235|1348-4400|1349-9092|1884-8796|1347-7439|1882-0476|1349-1717|1349-967X|1348-2246|1883-2849|1881-1361|1880-313X|1349-7413|1349-2896|1880-3989|1347-3700|1881-7742|1884-3964|1884-7668|1882-9619||1880-8026||1347-4839|1348-673X|1349-9157|1882-0824|1349-8029||1347-5223||1349-8037|2185-4610|1881-2090|1884-2828|1880-1293|1347-3506|1881-1191|1881-1396|1884-281X|1881-4883|1883-0854|1882-6482|1882-4110|1347-8397|||1881-1736|1884-7110|1884-5185|1348-0634|1884-1082|1884-2410|1880-5787|1349-3329|1883-2083|1349-7693|1882-4528|1347-5231	2185-6486|1880-6791|1880-6546|1349-2365|1347-8613|1346-9843|1347-4367|1347-3182|1346-4280|1345-8957|1345-4676|1345-3475|1343-4934|1343-1420|1342-4815|1341-7568|1341-9145|1342-6311|1342-3681|1341-1098|1341-3473|1341-1357|1341-0725|1340-3478|0918-6158|0918-8959|0916-8451|0916-9636|0918-2918|0916-8818|0917-5040|0916-8737|0916-7250|0916-4804|0914-9465|0914-9201|0910-6340|0287-3516|0287-4547|0388-6107|0911-4300|0386-2208|0388-1350|0386-7196|0301-4800|0300-8134|0029-0831|0047-1801|0300-9173|0019-8366|0040-8891|0047-1828|0021-4868|0449-3060|0485-1439|0470-8105|0385-2385|0009-2363|0042-6857|0022-1260|0016-2590|0023-5679|0021-5112|0022-9717|0021-5198|1343-2826|0021-521X|0368-3095|0369-4305|0030-6622|0021-5082|0021-4930|0015-5691|0001-6055|0037-4342|0030-154X|0021-5287|0300-9149|0009-2673|0021-5236|0022-9776|0021-504X|0040-8727|0021-5384|0446-6586|0030-1558|0031-6903	101562838|101269653|101262417|101244240|101167001|101137683|101164773|101153368|101141257|101175339|100935589|100930389|9808942|9716841|9712121|9607822|9616320|9710937|9702338|9703158|9506216|9604830|9507473|9506298|9311984|9313485|9205717|9307690|9204241|9438792|9607688|9211664|9105360|9425640|8806082|100972048|8511078|9318973|8309299|8100317|9505992|9318162|7805798|7608465|0402640|0364267|0215224|7501193|7507332|2985065R|7505414|7806868|0401175|0376611|2984782R|0400775|7505731|0377775|0417475|0165543|0374626|2985210R|0243706|0376354|2983305R|0413530|2985184R|17740340R|7505722|7505728|0417457|2984804R|0420550|0372633|0413750|0401014|2984841R|0413677|7505371|0413571|0422132|9301272|0417355|19130210R|2984683R|0413552|0413613	Japan|England	jpn|eng
