"Full Title","ISSN","Product ID","Change History"
"Soil and Tillage Research","01671987","05130","Incorporating Soil Technology"
"Soils and Foundations","00380806","10093",
"Solar Energy","0038092X","00329",
"Solar Energy Materials and Solar Cells","09270248","05315","Incorporating Solar Cells and Solar Energy Materials"
"Solid State Communications","00381098","00230",
"Solid-State Electronics","00381101","00103",
"Solid State Ionics","01672738","05240",
"Solid State Nuclear Magnetic Resonance","09262040","12878",
"Solid State Sciences","12932558","09067","Formerly known as European Journal of Solid State and Inorganic Chemistry; Incorporating International Journal of Inorganic Materials"
"South African Journal of Botany","02546299","06067",
"Space Policy","02659646","03081",
"Space Research Today","17529298","00587","Formerly known as COSPAR Information Bulletin"
"The Spanish Review of Financial Economics","21731268","15955",
"Spatial and Spatio-temporal Epidemiology","18775845","05630",
"Spatial Statistics","22116753","10088",
"Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy","13861425","05184","Formerly known as Spectrochimica Acta Part A: Molecular Spectroscopy"
"Spectrochimica Acta Part B: Atomic Spectroscopy","05848547","05185","Formerly part of Spectrochimica Acta"
"Speech Communication","01676393","05316",
"The Spine Journal","15299430","07760",
"Sport Management Review","14413523","05612",
"Sport-Orthopädie – Sport-Traumatologie – Sports Orthopaedics and Traumatology","0949328X","10055",
"Statistical Methodology","15723127","05495",
"Statistics & Probability Letters","01677152","05422",
"Stem Cell Research","18735061","05503",
"Steroids","0039128X","07764",
"Stochastic Processes and their Applications","03044149","05423",
"Structural Change and Economic Dynamics","0954349X","05424",
"Structural Safety","01674730","05425",
"Structure","09692126","02218","Incorporating Folding and Design"
"Studies in Communication Sciences","14244896","10509",
"Studies in Educational Evaluation","0191491X","00497",
"Studies in History and Philosophy of Science Part A","00393681","00154",
"Studies in History and Philosophy of Science Part B: Studies in History and Philosophy of Modern Physics","13552198","00153",
"Studies in History and Philosophy of Science Part C: Studies in History and Philosophy of Biological and Biomedical Sciences","13698486","01023",
"Superlattices and Microstructures","07496036","12657",
"Surface and Coatings Technology","02578972","06035","Formerly known as Surface Technology"
"Surface Science","00396028","05241","Incorporating Surface Science Letters"
"Surface Science Reports","01675729","05243",
"The Surgeon","1479666X","05638",
"Surgery","00396060","13087",
"Surgery for Obesity and Related Diseases","15507289","13367",
"Surgery (Oxford)","02639319","04260",
"Surgical Clinics of North America","00396109","13117",
"Surgical Oncology","09607404","02212",
"Surgical Oncology Clinics of North America","10553207","13323",
"Surgical Pathology Clinics","18759181","13435",
"Survey of Ophthalmology","00396257","07767",
"Surveys in Operations Research and Management Science","18767354","08671","Formerly known as Handbooks in Operations Research and Management Science"
"Sustainable Cities and Society","22106707","12903",
"Sustainable Computing: Informatics and Systems","22105379","12935",
"Sustainable Energy Technologies and Assessments","22131388","10125",
"Swarm and Evolutionary Computation","22106502","08724",
"Synthetic Metals","03796779","06036",
"System","0346251X","00335",
"Systematic and Applied Microbiology","07232020","10022","Formerly known as Zentralblatt für Bakteriologie Mikrobiologie und Hygiene: I. Abt. Originale C: Allgemeine, angewandte und ökologische Mikrobiologie"
"Systems & Control Letters","01676911","05427",
"Systems Engineering Procedia","22113819","12948",
"Taiwan Journal of Ophthalmology","22115056","08784",
"Taiwanese Journal of Obstetrics and Gynecology","10284559","08587",
"Talanta","00399140","05187",
"Teaching and Learning in Nursing","15573087","13405",
"Teaching and Teacher Education","0742051X","00224",
"Techniques in Gastrointestinal Endoscopy","10962883","13268",
"Techniques in Regional Anesthesia and Pain Management","1084208X","13109",
"Techniques in Vascular and Interventional Radiology","10892516","13126",
"Technological Forecasting and Social Change","00401625","07771","Formerly known as Technological Forecasting"
"Technology in Society","0160791X","00384",
"Technovation","01664972","02109",
"Tectonophysics","00401951","05361",
"Tékhne","16459911","15981",
"Telecommunications Policy","03085961","03083",
"Telematics and Informatics","07365853","00703",
"Tetrahedron","00404020","00942",
"Tetrahedron: Asymmetry","09574166","00937",
"Tetrahedron Letters","00404039","00233",
"Theoretical and Applied Fracture Mechanics","01678442","05245",
"Theoretical Computer Science","03043975","05317",
"Theoretical Population Biology","00405809","12117",
"Theriogenology","0093691X","07774",
"Thermochimica Acta","00406031","05188",
"Thin Solid Films","00406090","06037",
"Thin-Walled Structures","02638231","02057",
"Thinking Skills and Creativity","18711871","04240",
"Thoracic Surgery Clinics","15474127","13052","Formerly known as Chest Surgery Clinics of North America"
"Thrombosis Research","00493848","00369",
"Ticks and Tick-borne Diseases","1877959X","10065",
"Tissue and Cell","00408166","12722",
"Topics in Companion Animal Medicine","19389736","13039","Formerly known as Clinical Techniques in Small Animal Practice"
"Topology and its Applications","01668641","05319","Formerly known as General Topology and its Applications"
"Tourism Management","02615177","03084","Formerly known as International Journal of Tourism Management"
"Tourism Management Perspectives","22119736","12984",
"Toxicology","0300483X","08056",
"Toxicology and Applied Pharmacology","0041008X","12116",
"Toxicology Letters","03784274","08057",
"Toxicology in Vitro","08872333","00800",
"Toxicon","00410101","00259",
"TrAC Trends in Analytical Chemistry","01659936","05189",
"Transactions of Nonferrous Metals Society of China","10036326","04253",
"Transfusion and Apheresis Science","14730502","00864","Formerly known as Transfusion Science"
"Transfusion Clinique et Biologique","12467820","09068","Formerly known as Revue Française de Transfusion et d'Hémobiologie"
"Transfusion Medicine Reviews","08877963","13325",
"Translational Research","19315244","13243","Formerly known as Journal of Laboratory and Clinical Medicine"
"Transplant Immunology","09663274","05560",
"Transplantation Proceedings","00411345","07002",
"Transplantation Reviews","0955470X","13125",
"Transport Policy","0967070X","03085",
"Transportation Research Part A: Policy and Practice","09658564","00547","Formerly known as Transportation Research Part A: General"
"Transportation Research Part B: Methodological","01912615","00548","Formerly part of Transportation Research"
"Transportation Research Part C: Emerging Technologies","0968090X","00130",
"Transportation Research Part D: Transport and Environment","13619209","00171",
"Transportation Research Part E: Logistics and Transportation Review","13665545","01012",
"Transportation Research Part F: Traffic Psychology and Behaviour","13698478","01022",
"Trastornos Adictivos","15750973","15750",
"Travel Medicine and Infectious Disease","14778939","04052",
"Trends in Anaesthesia and Critical Care","22108440","12728","Formerly known as Current Anaesthesia & Critical Care"
"Trends in Biochemical Sciences","09680004","02115",
"Trends in Biotechnology","01677799","02119",
"Trends in Cardiovascular Medicine","10501738","07770",
"Trends in Cell Biology","09628924","02123",
"Trends in Cognitive Sciences","13646613","02201",
"Trends in Ecology & Evolution","01695347","02122",
"Trends in Endocrinology & Metabolism","10432760","07769",
"Trends in Food Science & Technology","09242244","02124",
"Trends in Genetics","01689525","02120",
"Trends in Immunology","14714906","02118","Formerly known as Immunology Today"
"Trends in Microbiology","0966842X","02125",
"Trends in Molecular Medicine","14714914","02161","Formerly known as Molecular Medicine Today"
"Trends in Neuroscience and Education","22119493","10077",
"Trends in Neurosciences","01662236","02116",
"Trends in Parasitology","14714922","02121","Formerly known as Parasitology Today"
"Trends in Pharmacological Sciences","01656147","02117",
"Trends in Plant Science","13601385","02169",
"Trials in Vaccinology","18794378","08767",
"Tribology International","0301679X","03086","Formerly known as Tribology"
"Tsinghua Science & Technology","10070214","04071",
"Tuberculosis","14729792","12723","Formerly known as Tubercle and Lung Disease"
"Tunnelling and Underground Space Technology","08867798","00799",
"Tzu Chi Medical Journal","10163190","08650",
"Ultramicroscopy","03043991","05246",
"Ultrasonics","0041624X","05247",
"Ultrasonics Sonochemistry","13504177","05248",
"Ultrasound Clinics","1556858X","13407",
"Ultrasound in Medicine & Biology","03015629","07554",
"Urban Climate","22120955","08819",
"Urban Forestry & Urban Greening","16188667","10015",
"Urologic Clinics of North America","00940143","13130",
"Urologic Oncology: Seminars and Original Investigations","10781439","13326",
"Urological Science","18795226","08711",
"Urology","00904295","07584",
"Utilities Policy","09571787","03090",
"Vaccine","0264410X","03094",
"Vacunas","15769887","15712",
"Vacuum","0042207X","00357",
"Value in Health","10983015","12934",
"Value in Health Regional Issues","22121099","14112",
"Vascular Pharmacology","15371891","07532","Formerly known as General Pharmacology: The Vascular System"
"Veterinary Clinics of North America: Equine Practice","07490739","13006",
"Veterinary Clinics of North America: Exotic Animal Practice","10949194","13008",
"Veterinary Clinics of North America: Food Animal Practice","07490720","13009",
"Veterinary Clinics of North America: Small Animal Practice","01955616","13041",
"Veterinary Immunology and Immunopathology","01652427","05133",
"The Veterinary Journal","10900233","12603","Formerly known as British Veterinary Journal"
"Veterinary Microbiology","03781135","05134",
"Veterinary Parasitology","03044017","05135",
"Vibrational Spectroscopy","09242031","05190",
"Virology","00426822","12119",
"Virus Research","01681702","05082",
"Vision Research","00426989","00263",
"Waste Management","0956053X","00404","Formerly known as Nuclear and Chemical Waste Management"
"Water Research","00431354","00309",
"Wave Motion","01652125","05250",
"Wear","00431648","06038",
"Web Semantics: Science, Services and Agents on the World Wide Web","15708268","05480",
"Wilderness & Environmental Medicine","10806032","13454","Formerly known as Journal of Wilderness Medicine"
"Wine Economics and Policy","22129774","10122",
"Women and Birth","18715192","04262","Formerly known as Australian Midwifery"
"Women's Health Issues","10493867","07779",
"Women's Studies International Forum","02775395","00361","Formerly known as Women's Studies International Quarterly"
"World Development","0305750X","00386",
"World Journal of Acupuncture - Moxibustion","10035257","10105",
"World Neurosurgery","18788750","07765","Formerly known as Surgical Neurology"
"World Patent Information","01722190","00654",
"World Pumps","02621762","02113",
"World Science and Technology","18763553","08666",
"Zeitschrift für Evidenz, Fortbildung und Qualität im Gesundheitswesen","18659217","10056","Formerly known as Zeitschrift für ärztliche Fortbildung und Qualität im Gesundheitswesen"
"Zeitschrift für Medizinische Physik","09393889","10057",
"Der Zoologische Garten","00445169","10039",
"Zoologischer Anzeiger - A Journal of Comparative Zoology","00445231","10016",
"Zoology","09442006","10003",
