PharmGKB Accession Id	Name	Alternate Names	Cross-references	External Vocabulary
PA165108118	Ruptured spleen NOS			MeSH:D013161(Splenic Rupture),MedDRA:10039310(Rupture of spleen),NDFRT:N0000002807(Splenic Rupture [Disease/Finding]),SnoMedCT:262817009(Ruptured spleen NOS),UMLS:C0038000(C0038000)
PA165108119	Platybasia			MeSH:D010985(Platybasia),MedDRA:10057132(Basilar invagination),NDFRT:N0000002419(Platybasia [Disease/Finding]),SnoMedCT:86587003(Platybasia),UMLS:C0032209(C0032209)
PA165108120	Chondrocalcinosis NOS			MeSH:D002805(Chondrocalcinosis),MedDRA:10061761(Chondrocalcinosis),NDFRT:N0000000767(Chondrocalcinosis [Disease/Finding]),SnoMedCT:201660009(Chondrocalcinosis NOS),UMLS:C0553730(C0553730)
PA165108121	California encephalitis virus infection neuroinvasive disease	"CE - California encephalitis","California encephalitis","California viral encephalitis","Neuroinvasive California encephalitis virus infection",		MeSH:D004670(Encephalitis, California),MedDRA:10007032(California encephalitis),NDFRT:N0000001077(Encephalitis, California [Disease/Finding]),SnoMedCT:417075004(California encephalitis virus infection neuroinvasive disease),UMLS:C0014053(C0014053)
PA165108122	Posterior tibial neuropathy			MeSH:D020429(Tibial Neuropathy),NDFRT:N0000004143(Tibial Neuropathy [Disease/Finding]),SnoMedCT:399364006(Posterior tibial neuropathy),UMLS:C0751932(C0751932)
PA165108123	Silicotuberculosis			MeSH:D012830(Silicotuberculosis),MedDRA:10068876(Silicotuberculosis),NDFRT:N0000002752(Silicotuberculosis [Disease/Finding]),SnoMedCT:233763009(Silicotuberculosis),UMLS:C0037118(C0037118)
PA165108124	Asbestosis NOS			MeSH:D001195(Asbestosis),MedDRA:10003441(Asbestosis),NDFRT:N0000000487(Asbestosis [Disease/Finding]),SnoMedCT:196006003(Asbestosis NOS),UMLS:C0003949(C0003949)
PA165108125	Alcohol amnestic syndrome NOS			MeSH:D000425(Alcohol Amnestic Disorder),MedDRA:10001593(Alcohol amnestic syndrome),NDFRT:N0000000350(Alcohol Amnestic Disorder [Disease/Finding]),SnoMedCT:191473002(Alcohol amnestic syndrome NOS),UMLS:C0001940(C0001940)
PA165108126	Lymphangiosarcoma			MeSH:D008204(Lymphangiosarcoma),MedDRA:10025223(Lymphangiosarcoma),NDFRT:N0000001896(Lymphangiosarcoma [Disease/Finding]),SnoMedCT:403986008(Lymphangiosarcoma),UMLS:C0024224(C0024224)
PA165108127	Erythrasma			MeSH:D004894(Erythrasma),MedDRA:10015248(Erythrasma),NDFRT:N0000001148(Erythrasma [Disease/Finding]),SnoMedCT:238418005(Erythrasma),UMLS:C0014752(C0014752)
PA165108128	Allergic purpura NOS			MeSH:D011695(Purpura, Schoenlein-Henoch),MedDRA:10001716(Allergic purpura),NDFRT:N0000002555(Purpura, Schoenlein-Henoch [Disease/Finding]),SnoMedCT:191308006(Allergic purpura NOS),UMLS:C0034152(C0034152)
PA165108129	Olfactory neuroblastoma	"Aesthesioneuroblastoma","Esthesioneuroblastoma",		MeSH:D018304(Esthesioneuroblastoma, Olfactory),MedDRA:10001433(Aesthesioneuroblastoma),NDFRT:N0000003768(Esthesioneuroblastoma, Olfactory [Disease/Finding]),SnoMedCT:422886007(Olfactory neuroblastoma),UMLS:C0206717(C0206717)
PA165108130	Krukenberg tumor	"Krukenberg tumour","Krukenburg tumor","Krukenburg tumour",		MeSH:D007725(Krukenberg Tumor),MedDRA:10068816(Krukenberg tumor),NDFRT:N0000001764(Krukenberg Tumor [Disease/Finding]),SnoMedCT:359987004(Krukenberg tumor),UMLS:C0022790(C0022790)
PA165108131	Bladder disorders NOS			MeSH:D001745(Urinary Bladder Diseases),MedDRA:10061011(Bladder disorder),NDFRT:N0000000560(Urinary Bladder Diseases [Disease/Finding]),SnoMedCT:197897007(Bladder disorders NOS),UMLS:C0005686(C0005686)
PA165108132	Fracture of radius NOS			MeSH:D011885(Radius Fractures),MedDRA:10037802(Radius fracture),NDFRT:N0000002573(Radius Fractures [Disease/Finding]),SnoMedCT:263194006(Fracture of radius NOS),UMLS:C0034628(C0034628)
PA165108133	Acquired immune deficiency syndrome-related nephropathy	"AIDS - Acquired immune deficiency synd-related nephropathy","Human immunodeficiency virus-related nephropathy",		MeSH:D016263(AIDS-Associated Nephropathy),NDFRT:N0000003389(AIDS-Associated Nephropathy [Disease/Finding]),SnoMedCT:236406007(Acquired immune deficiency syndrome-related nephropathy),UMLS:C0078911(C0078911)
PA165108134	Malignant tumor of Islets of Langerhans	"Malignant Islet cell tumor",		MeSH:D018273(Carcinoma, Islet Cell),MedDRA:10025997(Malignant neoplasm of islets of Langerhans),NDFRT:N0000003738(Carcinoma, Islet Cell [Disease/Finding]),SnoMedCT:187794005(Malignant tumor of Islets of Langerhans),UMLS:C1328479(C1328479)
PA165108135	Neonatal alloimmune thrombocytopenia			MeSH:D054098(Thrombocytopenia, Neonatal Alloimmune),NDFRT:N0000181152(Thrombocytopenia, Neonatal Alloimmune [Disease/Finding]),SnoMedCT:240305000(Neonatal alloimmune thrombocytopenia),UMLS:C0473780(C0473780)
PA165108136	Radicular cyst NOS			MeSH:D011842(Radicular Cyst),MedDRA:10068114(Apical cyst),NDFRT:N0000002570(Radicular Cyst [Disease/Finding]),SnoMedCT:196352004(Radicular cyst NOS),UMLS:C0034543(C0034543)
PA165108137	Retinitis NOS			MeSH:D012173(Retinitis),MedDRA:10038910(Retinitis),NDFRT:N0000002613(Retinitis [Disease/Finding]),SnoMedCT:193450000(Retinitis NOS),UMLS:C0035333(C0035333)
PA165108138	Acute suppurative thyroiditis	"Abscess of thyroid","Pyogenic thyroiditis",		MeSH:D013969(Thyroiditis, Suppurative),NDFRT:N0000002947(Thyroiditis, Suppurative [Disease/Finding]),SnoMedCT:25476006(Acute suppurative thyroiditis),UMLS:C0040150(C0040150)
PA165108139	Allergy to wheat			MeSH:D021182(Wheat Hypersensitivity),NDFRT:N0000011146(Wheat Hypersensitivity [Disease/Finding]),SnoMedCT:420174000(Allergy to wheat),UMLS:C0949570(C0949570)
PA165108140	Bronchiolitis fibrosa obliterans			MeSH:D001989(Bronchiolitis Obliterans),MedDRA:10049202(Bronchiolitis obliterans),NDFRT:N0000000620(Bronchiolitis Obliterans [Disease/Finding]),SnoMedCT:31886003(Bronchiolitis fibrosa obliterans),UMLS:C0006272(C0006272)
PA165108141	Hemarthrosis NOS	"Haemarthrosis NOS",		MeSH:D006395(Hemarthrosis),MedDRA:10018829(Haemarthrosis),NDFRT:N0000001455(Hemarthrosis [Disease/Finding]),SnoMedCT:202422006(Hemarthrosis NOS),UMLS:C0018924(C0018924)
PA165108142	Hepatopulmonary syndrome			MeSH:D020065(Hepatopulmonary Syndrome),MedDRA:10052274(Hepatopulmonary syndrome),NDFRT:N0000003990(Hepatopulmonary Syndrome [Disease/Finding]),SnoMedCT:371067004(Hepatopulmonary syndrome),UMLS:C0600452(C0600452)
PA165108143	Mycobacterial infection			MeSH:D009165(Mycobacterium Infections, Atypical),MedDRA:10061663(Atypical mycobacterial infection),NDFRT:N0000002072(Mycobacterium Infections, Atypical [Disease/Finding]),SnoMedCT:111811007(Mycobacterial infection),UMLS:C0026919(C0026919)
PA165108144	Middle lobe syndrome	"Brock syndrome",		MeSH:D008878(Middle Lobe Syndrome),MedDRA:10056708(Brock's syndrome),NDFRT:N0000002014(Middle Lobe Syndrome [Disease/Finding]),SnoMedCT:28295001(Middle lobe syndrome),UMLS:C0026069(C0026069)
PA165108145	Melkersson's syndrome	"Melkersson syndrome","Melkersson-Rosenthal syndrome",		MeSH:D008556(Melkersson-Rosenthal Syndrome),MedDRA:10027166(Melkersson-Rosenthal syndrome),NDFRT:N0000001974(Melkersson-Rosenthal Syndrome [Disease/Finding]),SnoMedCT:37770007(Melkersson's syndrome),UMLS:C0025235(C0025235)
PA165108146	Sebaceous adenocarcinoma	"Carcinoma of sebaceous gland","Sebaceous carcinoma",		MeSH:D018266(Adenocarcinoma, Sebaceous),MedDRA:10068784(Sebaceous carcinoma),NDFRT:N0000003733(Adenocarcinoma, Sebaceous [Disease/Finding]),SnoMedCT:307599002(Sebaceous adenocarcinoma),UMLS:C0206684(C0206684)
PA165108147	Alveolar soft part sarcoma			MeSH:D018234(Sarcoma, Alveolar Soft Part),MedDRA:10001882(Alveolar soft part sarcoma),NDFRT:N0000003708(Sarcoma, Alveolar Soft Part [Disease/Finding]),SnoMedCT:404056007(Alveolar soft part sarcoma),UMLS:C0206657(C0206657)
PA165108148	African swine fever	"ASF",		MeSH:D000357(African Swine Fever),NDFRT:N0000000336(African Swine Fever [Disease/Finding]),SnoMedCT:31713007(African swine fever),UMLS:C0001752(C0001752)
PA165108149	Coxsackie viral diseases NOS			MeSH:D003384(Coxsackievirus Infections),MedDRA:10011261(Coxsackie viral infection),NDFRT:N0000000864(Coxsackievirus Infections [Disease/Finding]),SnoMedCT:186666003(Coxsackie viral diseases NOS),UMLS:C0010246(C0010246)
PA165108150	Hereditary factor V deficiency disease	"AC globulin deficiency","Hereditary hypoproaccelerinaemia","Hereditary hypoproaccelerinemia","Labile factor deficiency","Owren's disease","Parahaemophilia","Parahemophilia",		MeSH:D005166(Factor V Deficiency),MedDRA:10048930(Factor V deficiency),NDFRT:N0000001199(Factor V Deficiency [Disease/Finding]),SnoMedCT:88776002(Hereditary factor V deficiency disease),UMLS:C0015499(C0015499)
PA165108151	Post-pericardiotomy syndrome			MeSH:D011185(Postpericardiotomy Syndrome),MedDRA:10059483(Postpericardiotomy syndrome),NDFRT:N0000002468(Postpericardiotomy Syndrome [Disease/Finding]),SnoMedCT:278536002(Post-pericardiotomy syndrome),UMLS:C0032805(C0032805)
PA165108152	Lassa fever			MeSH:D007835(Lassa Fever),MedDRA:10023927(Lassa fever),NDFRT:N0000001788(Lassa Fever [Disease/Finding]),SnoMedCT:19065005(Lassa fever),UMLS:C0023092(C0023092)
PA165108153	Repetitive strain injury	"RSI","RSIS - Repetitive strain injury syndrome","Repetitive strain injury, NOS",		MeSH:D012090(Cumulative Trauma Disorders),MedDRA:10062627(Overuse syndrome),NDFRT:N0000002594(Cumulative Trauma Disorders [Disease/Finding]),SnoMedCT:4308002(Repetitive strain injury),UMLS:C0035127(C0035127)
PA165108154	Coccidioidomycosis NOS			MeSH:D003047(Coccidioidomycosis),MedDRA:10009822(Coccidioides immitis infection),NDFRT:N0000000800(Coccidioidomycosis [Disease/Finding]),SnoMedCT:187035003(Coccidioidomycosis NOS),UMLS:C0009186(C0009186)
PA165108155	Paroxysmal tachycardia NOS			MeSH:D013614(Tachycardia, Paroxysmal),MedDRA:10067520(Bouveret-Hoffmann syndrome),NDFRT:N0000002892(Tachycardia, Paroxysmal [Disease/Finding]),SnoMedCT:195079004(Paroxysmal tachycardia NOS),UMLS:C0039236(C0039236)
PA165108156	Diabetes mellitus NOS with hyperosmolar coma			MeSH:D006944(Hyperglycemic Hyperosmolar Nonketotic Coma),MedDRA:10012630(Diabetes with hyperosmolar coma),NDFRT:N0000001587(Hyperglycemic Hyperosmolar Nonketotic Coma [Disease/Finding]),SnoMedCT:190332005(Diabetes mellitus NOS with hyperosmolar coma),UMLS:C0020457(C0020457)
PA165108157	Extreme drug resistant tuberculosis	"Extremely drug resistant tuberculosis",		MeSH:D054908(Extensively Drug-Resistant Tuberculosis),NDFRT:N0000181247(Extensively Drug-Resistant Tuberculosis [Disease/Finding]),SnoMedCT:422481005(Extreme drug resistant tuberculosis),UMLS:C1827301(C1827301)
PA165108158	Fistula of intestine NOS			MeSH:D007412(Intestinal Fistula),MedDRA:10022647(Intestinal fistula),NDFRT:N0000001700(Intestinal Fistula [Disease/Finding]),SnoMedCT:235704003(Fistula of intestine NOS),UMLS:C0021833(C0021833)
PA165108159	Peritonsillar abscess	"Angina tonsillaris","Peritonsillar cellulitis","Quinsy",		MeSH:D000039(Peritonsillar Abscess),MedDRA:10000315(Abscess peritonsillar),NDFRT:N0000000277(Peritonsillar Abscess [Disease/Finding]),SnoMedCT:15033003(Peritonsillar abscess),UMLS:C0031157(C0031157)
PA165108160	Malignant meningitis	"Carcinomatous meningitis","Meningeal carcinomatosis","Neoplastic meningitis",		MeSH:D055756(Meningeal Carcinomatosis),MedDRA:10060826(Meningeal carcinomatosis),NDFRT:N0000181062(Meningeal Carcinomatosis [Disease/Finding]),SnoMedCT:230156002(Malignant meningitis),UMLS:C0220654(C0220654)
PA165108161	Posterior inferior cerebellar artery syndrome	"Wallenberg's syndrome",		MeSH:D014854(Lateral Medullary Syndrome),MedDRA:10024033(Lateral medullary syndrome),NDFRT:N0000003150(Lateral Medullary Syndrome [Disease/Finding]),SnoMedCT:78569004(Posterior inferior cerebellar artery syndrome),UMLS:C0043019(C0043019)
PA165108162	Therapeutic abortion			MeSH:D000032(Abortion, Therapeutic),MedDRA:10027090(Medically induced abortion),SnoMedCT:53638009(Therapeutic abortion),UMLS:C0000820(C0000820)
PA165108163	Parathyroid disorder NOS			MeSH:D010279(Parathyroid Diseases),MedDRA:10013251(Disorder parathyroid),NDFRT:N0000002321(Parathyroid Diseases [Disease/Finding]),SnoMedCT:190462000(Parathyroid disorder NOS),UMLS:C0030517(C0030517)
PA165108164	Childhood schizophrenia NOS			MeSH:D012561(Schizophrenia, Childhood),MedDRA:10008525(Childhood schizophrenia),NDFRT:N0000002692(Schizophrenia, Childhood [Disease/Finding]),SnoMedCT:231484006(Childhood schizophrenia NOS),UMLS:C0036346(C0036346)
PA165108165	Infantile cortical hyperostosis	"Caffey disease","Caffey syndrome","Caffey's disease","Familial infantile cortical hyperostosis",		MeSH:D006958(Hyperostosis, Cortical, Congenital),NDFRT:N0000001601(Hyperostosis, Cortical, Congenital [Disease/Finding]),SnoMedCT:24752008(Infantile cortical hyperostosis),UMLS:C0020497(C0020497)
PA165108166	Septal defect NOS			MeSH:D006343(Heart Septal Defects),MedDRA:10064021(Cardiac septal defect),NDFRT:N0000001440(Heart Septal Defects [Disease/Finding]),SnoMedCT:287081002(Septal defect NOS),UMLS:C0018816(C0018816)
PA165108167	Schistosoma mansonii infection	"Intestinal schistosomiasis",		MeSH:D012555(Schistosomiasis mansoni),MedDRA:10039601(Schistosoma mansoni infection),NDFRT:N0000002688(Schistosomiasis mansoni [Disease/Finding]),SnoMedCT:750009(Schistosoma mansonii infection),UMLS:C0036330(C0036330)
PA165108168	Deficiency of catalase			MeSH:D020642(Acatalasia),NDFRT:N0000004165(Acatalasia [Disease/Finding]),SnoMedCT:124202004(Deficiency of catalase),UMLS:C0268419(C0268419)
PA165108169	Familial renal glucosuria			MeSH:D006030(Glycosuria, Renal),MedDRA:10018479(Glycosuria renal),NDFRT:N0000001370(Glycosuria, Renal [Disease/Finding]),SnoMedCT:226309007(Familial renal glucosuria),UMLS:C0017980(C0017980)
PA165108170	Hypersensitivity angiitis NOS			MeSH:D018366(Vasculitis, Hypersensitivity),MedDRA:10001710(Allergic cutaneous angiitis),NDFRT:N0000003806(Vasculitis, Leukocytoclastic, Cutaneous [Disease/Finding]),SnoMedCT:195352009(Hypersensitivity angiitis NOS),UMLS:C0151436(C0151436)
PA165108171	Disorder of lipoid metabolism NOS			MeSH:D052439(Lipid Metabolism Disorders),MedDRA:10013318(Disorders of lipoid metabolism),NDFRT:N0000181055(Lipid Metabolism Disorders [Disease/Finding]),SnoMedCT:190806008(Disorder of lipoid metabolism NOS),UMLS:C0154251(C0154251)
PA165108172	Hajdu-Cheney syndrome	"Acroosteolysis syndrome","Arthro-dento-osteo dysplasia","Cheney syndrome","Familial acroosteolysis syndrome",		MeSH:D031845(Hajdu-Cheney Syndrome),NDFRT:N0000011001(Hajdu-Cheney Syndrome [Disease/Finding]),SnoMedCT:63122002(Hajdu-Cheney syndrome),UMLS:C0917715(C0917715)
PA165108173	Aleutian disease	"Aleutian mink disease",		MeSH:D000453(Aleutian Mink Disease),NDFRT:N0000000354(Aleutian Mink Disease [Disease/Finding]),SnoMedCT:62251004(Aleutian disease),UMLS:C0002016(C0002016)
PA165108174	Subacute bacterial endocarditis	"Endocarditis lenta",		MeSH:D004698(Endocarditis, Subacute Bacterial),MedDRA:10039505(SBE),NDFRT:N0000001098(Endocarditis, Subacute Bacterial [Disease/Finding]),SnoMedCT:73774007(Subacute bacterial endocarditis),UMLS:C0014122(C0014122)
PA165108175	High density lipoid deficiency			MeSH:D052456(Hypoalphalipoproteinemias),MedDRA:10065133(Hypoalphalipoproteinaemia),NDFRT:N0000181151(Hypoalphalipoproteinemias [Disease/Finding]),SnoMedCT:190784001(High density lipoid deficiency),UMLS:C0473527(C0473527)
PA165108176	Transvestism			MeSH:D014190(Transvestism),MedDRA:10044458(Transvestism),NDFRT:N0000003003(Transvestism [Disease/Finding]),SnoMedCT:191780004(Transvestism),UMLS:C0040774(C0040774)
PA165108177	Dyshidrosis NOS			MeSH:D011146(Eczema, Dyshidrotic),MedDRA:10013912(Dyshidrosis),NDFRT:N0000002462(Eczema, Dyshidrotic [Disease/Finding]),SnoMedCT:201202007(Dyshidrosis NOS),UMLS:C0032633(C0032633)
PA165108178	Stroke NOS			MeSH:D020521(Stroke),MedDRA:10000374(Accident cerebrovascular),NDFRT:N0000004160(Stroke [Disease/Finding]),SnoMedCT:313267000(Stroke NOS),UMLS:C0038454(C0038454)
PA165108179	Rhesus isoimmunization NOS			MeSH:D012203(Rh Isoimmunization),MedDRA:10056232(Rh isoimmunisation),NDFRT:N0000002625(Rh Isoimmunization [Disease/Finding]),SnoMedCT:199584008(Rhesus isoimmunization NOS),UMLS:C0035404(C0035404)
PA165108180	Chronic neutrophilic leukaemia	"Chronic neutrophilic leukemia",		MeSH:D015467(Leukemia, Neutrophilic, Chronic),NDFRT:N0000003264(Leukemia, Neutrophilic, Chronic [Disease/Finding]),SnoMedCT:188734009(Chronic neutrophilic leukaemia),UMLS:C0023481(C0023481)
PA165108181	Marek's disease	"Neurolymphomatosis gallinarum",		MeSH:D008380(Marek Disease),NDFRT:N0000001944(Marek Disease [Disease/Finding]),SnoMedCT:41615007(Marek's disease),UMLS:C0024793(C0024793)
PA165108182	Seal finger			MeSH:D004889(Erysipelothrix Infections),MedDRA:10015148(Erysipelothrix infection),NDFRT:N0000001143(Erysipelothrix Infections [Disease/Finding]),SnoMedCT:238455005(Seal finger),UMLS:C0014736(C0014736)
PA165108183	Glossodynia	"Painful tongue","Soreness of tongue",		MeSH:D005926(Glossalgia),MedDRA:10018388(Glossodynia),NDFRT:N0000001355(Glossalgia [Disease/Finding]),SnoMedCT:30731004(Glossodynia),UMLS:C0017672(C0017672)
PA165108184	Juvenile epithelial corneal dystrophy	"Meesman's epithelial corneal dystrophy",		MeSH:D053559(Corneal Dystrophy, Juvenile Epithelial of Meesmann),MedDRA:10023254(Juvenile epithelial corneal dystrophy),NDFRT:N0000181126(Corneal Dystrophy, Juvenile Epithelial of Meesmann [Disease/Finding]),SnoMedCT:1674008(Juvenile epithelial corneal dystrophy),UMLS:C0339277(C0339277)
PA165108185	REM sleep behavior disorder	"REM sleep behaviour disorder","REM sleep disorder","Rapid eye movement sleep behavior disorder","Rapid eye movement sleep behaviour disorder",		MeSH:D020187(REM Sleep Behavior Disorder),NDFRT:N0000004026(REM Sleep Behavior Disorder [Disease/Finding]),SnoMedCT:415238003(REM sleep behavior disorder),UMLS:C0751772(C0751772)
PA165108186	Nephrogenic systemic fibrosis	"Nephrogenic fibrosing dermopathy",		MeSH:D054989(Nephrogenic Fibrosing Dermopathy),MedDRA:10064499(Nephrogenic fibrosing dermopathy),NDFRT:N0000181229(Nephrogenic Fibrosing Dermopathy [Disease/Finding]),SnoMedCT:424114000(Nephrogenic systemic fibrosis),UMLS:C1619692(C1619692)
PA165108187	Asperger's disorder	"Asperger's syndrome","Schizoid disorder of childhood",		MeSH:D020817(Asperger Syndrome),MedDRA:10003484(Asperger's disorder),NDFRT:N0000004201(Asperger Syndrome [Disease/Finding]),SnoMedCT:23560001(Asperger's disorder),UMLS:C0236792(C0236792)
PA165108188	Pneumoretroperitoneum			MeSH:D012188(Retropneumoperitoneum),MedDRA:10068676(Pneumoretroperitoneum),NDFRT:N0000002622(Retropneumoperitoneum [Disease/Finding]),SnoMedCT:122449004(Pneumoretroperitoneum),UMLS:C0035361(C0035361)
PA165108189	Obstructive jaundice NOS			MeSH:D041781(Jaundice, Obstructive),MedDRA:10049893(Cholestatic icterus),NDFRT:N0000011017(Jaundice, Obstructive [Disease/Finding]),SnoMedCT:197452009(Obstructive jaundice NOS),UMLS:C0022354(C0022354)
PA165108190	Herpes zoster encephalitis	"Zoster encephalitis",		MeSH:D020804(Encephalitis, Varicella Zoster),MedDRA:10014603(Encephalitis post varicella),NDFRT:N0000004194(Encephalitis, Varicella Zoster [Disease/Finding]),SnoMedCT:230176008(Herpes zoster encephalitis),UMLS:C0153017(C0153017)
